displacement, homo-4 (eV) , ... , lumo +4
-1.8	-4.873418251955328	-4.6262537087493945	-4.601152550235638	-4.343086212997142	-4.278485079810023	-2.3983963487510116	-2.187885924762791	-2.1534286258470763	-1.9892487431821395	-1.7540051284767808	
-1.7	-4.87313230850878	-4.626656341776768	-4.601443626491755	-4.343063564255715	-4.278791642792639	-2.3981354839154565	-2.188004909908258	-2.153485713025859	-1.9892473296318869	-1.753943305118849	
-1.6	-4.87282288589306	-4.62697731843098	-4.601638446565451	-4.343045787612818	-4.279120757367968	-2.3978808199796973	-2.1881102582184897	-2.153462543058816	-1.9892515675376257	-1.753873590881667	
-1.5	-4.872566252653801	-4.627366592543348	-4.602003259588553	-4.3431039811175545	-4.279456374786717	-2.3975371660559905	-2.188221485483993	-2.153391633180416	-1.9892245685761052	-1.7537299090226408	
-1.4	-4.872197895962033	-4.627710925952065	-4.602233779454517	-4.343055158941081	-4.2797342619622905	-2.3972730967499456	-2.1883149788615555	-2.153475588937662	-1.9892451378425444	-1.7536621136911104	
-1.3	-4.871863904411963	-4.62807716176271	-4.602473589483229	-4.343027052262173	-4.279997009334473	-2.3969810160508933	-2.1884136106806844	-2.1535496784420105	-1.9892505240411094	-1.7535944423372225	
-1.2	-4.87154998376869	-4.628421575877892	-4.602735730876509	-4.343014730408445	-4.280293301931669	-2.3966757597502943	-2.188514556466491	-2.153618210881109	-1.9892462181639794	-1.7535088779486505	
-1.1	-4.871227611395893	-4.628811930874309	-4.60299355755839	-4.343009554837332	-4.280619283654229	-2.3963278074764016	-2.1886350246599213	-2.1536500295426504	-1.989182011340571	-1.7534337296079925	
-1.0	-4.870914890423297	-4.629182953527612	-4.603258398006133	-4.34301569505853	-4.28091523780128	-2.3960083570220356	-2.1887300632903646	-2.1537011364513914	-1.9891560540144704	-1.7533486610282214	
-0.9	-4.870598929078289	-4.629588791305748	-4.603544281281541	-4.343001368559004	-4.281190549271213	-2.39569750491779	-2.188814476269608	-2.1537554670022954	-1.9891187162198671	-1.753271480148911	
-0.8	-4.870327811932305	-4.630053859066767	-4.603856131341592	-4.343083966302696	-4.28144945859307	-2.3953574218847975	-2.1889530836704147	-2.153798187871858	-1.9891066803406063	-1.7531772098931895	
-0.7	-4.870052905734571	-4.630339872828171	-4.604068686902636	-4.343123052407586	-4.28173907592625	-2.3950104548964526	-2.1890695437779124	-2.1538398468398197	-1.9890777625167535	-1.7530718932370242	
-0.6	-4.869730534478241	-4.6306696747032925	-4.6042824945498175	-4.343024288238452	-4.282156393244876	-2.394641765557774	-2.1891335706651547	-2.153782159211682	-1.988972607176566	-1.7529202064404397	
-0.5	-4.869335003902277	-4.631248221157478	-4.603570836550046	-4.343915747529995	-4.282727512017426	-2.3947285418765585	-2.1895885956825127	-2.153392633747199	-1.9896749220766026	-1.7534572111994076	
-0.4	-4.869081272550182	-4.631730649727247	-4.604189414149602	-4.34358305777675	-4.2830247297801884	-2.3943467957436133	-2.1895211966652384	-2.153594620537558	-1.9895300195615588	-1.7528627200304363	
-0.3	-4.867982484019126	-4.6309769141271495	-4.602680351049853	-4.341164938699516	-4.28199797293132	-2.3931843731795834	-2.188803011873619	-2.155239384394849	-1.9880133035716794	-1.7527959078327442	
-0.2	-4.868162112471795	-4.632018171230841	-4.604115928087628	-4.342036279929776	-4.282591343171772	-2.3931578682335504	-2.189024521740583	-2.1545981772336216	-1.9885516063063133	-1.7524711920633478	
-0.1	-4.868421422183653	-4.63346591725911	-4.605792832182603	-4.34298383587034	-4.283645699914266	-2.3933577913834103	-2.189324336460613	-2.1540788619914664	-1.9894325251700122	-1.7520130201648874	
0.0	-4.872061446578588	-4.639973722826553	-4.616132802784162	-4.354843374537111	-4.287438530719988	-2.3903866587533207	-2.1961736901456983	-2.151380166867639	-1.9959864619003425	-1.7505844914928501	
0.1	-4.868260546875446	-4.638396117582984	-4.613262301662952	-4.3482842984478225	-4.287628429910185	-2.3915894595379643	-2.1948288937196985	-2.158010121564119	-1.9964070960358669	-1.7459583967410375	
0.2	-4.867336546728054	-4.636164461407601	-4.606845026777132	-4.3437798175356965	-4.284245542819778	-2.3912891203615554	-2.1903582532136796	-2.153753195358246	-1.9879281503075754	-1.7513087446168174	
0.3	-4.867196923042955	-4.634050806713859	-4.606240995135451	-4.343064993351585	-4.283552448848563	-2.39088192367797	-2.1902305338206163	-2.1535453738839063	-1.9875163036219963	-1.7518251306911496	
0.4	-4.867206321943852	-4.632964758602119	-4.606599918980055	-4.342590609295461	-4.282596843609299	-2.390448978572383	-2.1899892679059616	-2.1531485461569333	-1.9869167609256786	-1.7520451160012667	
0.5	-4.866462459984902	-4.634801443341058	-4.607521982350236	-4.341971333105453	-4.28438893491409	-2.3902384194767214	-2.1889092523236697	-2.154291950730804	-1.9870126312605	-1.7503565089261048	
0.6	-4.866521256399139	-4.6363797450229605	-4.608093870824017	-4.342865966847494	-4.285220071723414	-2.390265695918823	-2.190151573773309	-2.15386011560188	-1.9870464331606474	-1.7514205200922963	
0.7	-4.866236293886829	-4.636881268107894	-4.6084472170226025	-4.342977223849042	-4.285565402229701	-2.3898060268219448	-2.1902156105179267	-2.153821660521358	-1.9868717816190888	-1.75102006795479	
0.8	-4.865945642436872	-4.637413609752378	-4.608813909216412	-4.342937971754875	-4.285806122717521	-2.38935245925225	-2.190291785409315	-2.1537314795251654	-1.9866669099995173	-1.7507923762251998	
0.9	-4.865688850423061	-4.637969247353284	-4.60918689706963	-4.342946569540531	-4.286103589064469	-2.3889757160027445	-2.190403963036272	-2.153708434749484	-1.986469991495107	-1.7506212654780637	
1.0	-4.865394611229421	-4.638497251240827	-4.609550611581941	-4.342903972648474	-4.286301402808575	-2.3885164508862227	-2.190489906131243	-2.1536501224960523	-1.9862455881904584	-1.750414995659897	
1.1	-4.865125387116787	-4.639092530719598	-4.609996724076279	-4.342917844645934	-4.286536317997981	-2.388131478859323	-2.190535130802195	-2.153590653706522	-1.9860316448904005	-1.7501838271856256	
1.2	-4.864844630708885	-4.639598935225549	-4.610391425939333	-4.3428796908456855	-4.286777405703415	-2.387729475402598	-2.190585652419061	-2.1535234509480135	-1.9858150964399237	-1.749956601063456	
1.3	-4.864548064693381	-4.640113126240784	-4.610753971333206	-4.342838134479411	-4.2869896741418785	-2.387285689843456	-2.190646496983608	-2.1534316728991283	-1.9855426557124771	-1.7497186017342217	
1.4	-4.864279573785498	-4.640681100569222	-4.611180384944911	-4.342825641927814	-4.28725649267041	-2.386893292652047	-2.190710265287493	-2.1534176582202194	-1.9853460237544278	-1.7494985321569707	
1.5	-4.863992744900902	-4.641204753642629	-4.611583458204632	-4.342787188040577	-4.287477151661268	-2.3864744342680426	-2.1907644451356614	-2.153369601442945	-1.9851272450241866	-1.749264228576423	
1.6	-4.863698352691373	-4.641754657107601	-4.611962156035044	-4.3427280404082484	-4.287681230027373	-2.3860572790413173	-2.1907846453012123	-2.1533221606167783	-1.984889082264598	-1.7490244371285517	
1.7	-4.863445517821727	-4.642287465183998	-4.612371306256645	-4.342743407722538	-4.2879230079689385	-2.385619599253676	-2.190848217939694	-2.153234040387058	-1.9846338191729591	-1.7488050515987796	
1.8	-4.863154793676495	-4.642821160381445	-4.612756401501457	-4.342734545961339	-4.2881399752162155	-2.3851788444436055	-2.1908730950754625	-2.153197078944394	-1.9843787385670206	-1.7485492326702206	
